Sentence ID	Audio ID
338943	706657
338944	527004
338945	706658
338957	444079
338967	527005
339000	527006
339002	706659
339005	527007
339006	706660
339007	534266
339010	931360
339011	706661
339012	441474
339013	534267
339016	706662
339017	706663
339018	706664
339019	706665
339020	706666
339021	527008
339022	706667
339023	706668
339024	706669
339026	527009
339031	706670
339032	534268
339033	706671
339034	534269
339036	706672
339038	438225
339039	459698
339047	453040
339049	706673
339050	527010
339054	706674
339055	527011
339057	706675
339059	449801
339065	527012
339066	706676
339069	527013
339070	706677
339071	706678
339072	534270
339074	527014
339087	706679
339088	534271
339090	706680
339091	527015
339092	527016
339093	706681
339095	706682
339096	527017
339097	706683
339099	706684
339100	527018
339101	706685
339102	706686
339103	931361
339106	527019
339107	706687
339108	527020
339109	706688
339110	706689
339111	527021
339112	527022
339113	706690
339116	527023
339117	706691
339120	706692
339123	706693
339125	534272
339126	527024
339127	460737
339128	706694
339130	706695
339132	706696
339133	527025
339134	527026
339137	706697
339138	453041
339161	706698
339164	534273
339166	706699
339167	527027
339169	706700
339170	527028
339172	534274
339174	706701
339176	527029
339178	706702
339180	931362
339182	706703
339183	534275
339185	706704
339187	527030
339189	706705
339190	931363
339191	706706
339192	527031
339193	706707
339194	931364
339198	706708
339199	527032
339201	527033
339204	527034
339206	706709
339237	442370
339261	449802
339262	706710
339263	527035
339264	527036
339265	440558
339268	706711
339270	527037
339271	706712
339295	527038
339296	706713
339297	706714
339305	527039
339306	527040
339310	706715
339312	534276
339313	444080
339314	527041
339315	931365
339316	706716
339325	706717
339326	706718
339327	527042
339329	706719
339331	706720
339333	527043
339334	438226
339335	706721
339337	706722
339338	501074
339339	706723
339341	706724
339343	527044
339344	612329
339362	461343
339363	459415
339370	706725
339379	706726
339380	706727
339381	706728
339383	527045
339387	444081
339388	706729
339390	706730
339391	706731
339392	527046
339395	461344
339397	534277
339399	534278
339400	527047
339401	527048
339403	534279
339411	527049
339412	706732
339419	706733
339420	527050
339423	527051
339424	706734
339518	527052
339522	706735
339525	527053
339526	534280
339527	440559
339529	706736
339531	527054
339532	534281
339533	706737
339538	706738
339539	501075
339545	527055
339546	449803
339547	706739
339549	706740
339550	706741
339551	527056
339552	706742
339555	706743
339557	453042
339559	527057
339560	534282
339561	706744
339562	706745
339563	706746
339564	706747
339565	453043
339566	527058
339567	527059
339580	706748
339616	534283
339618	527060
339620	706749
339623	706750
339624	706751
339628	527061
339629	527062
339638	706752
339640	706753
339641	449804
339643	527063
339644	527064
339646	527065
339647	461345
339648	706754
339649	501076
339650	706755
339652	527066
339654	706756
339655	706757
339656	706758
339657	706759
339661	706760
339662	706761
339664	706762
339665	527067
339667	706763
339668	706764
339669	527068
339670	706765
339671	706766
339674	534284
339675	527069
339676	527070
339678	706767
339679	706768
339681	706769
339685	931366
339686	534285
339687	527071
339688	527072
339689	534286
339690	527073
339691	706770
339694	527074
339695	453044
339696	527075
339697	706771
339699	706772
339703	527076
339757	706773
339763	534287
339765	534288
339767	706774
339768	706775
339770	706776
339772	527077
339773	706777
339774	706778
339775	527078
339779	527079
339780	527080
339781	706779
339782	706780
339783	706781
339784	706782
339785	706783
339786	706784
339787	706785
339788	706786
339789	931367
339790	706787
339791	527081
339792	706788
339793	527082
339794	527083
339795	527084
339796	527085
339797	706789
339798	527086
339804	706790
339810	706791
339811	706792
339812	706793
339815	706794
339816	534289
339817	706795
339818	534290
339819	706796
339821	706797
339822	527087
339824	527088
339826	706798
339829	706799
339831	706800
339832	527089
339834	706801
339835	706802
339837	501077
339838	527090
339839	706803
339840	527091
339843	527092
339844	706804
339845	527093
339846	449805
339848	706805
339849	527094
339851	527095
339852	706806
339853	706807
339854	706808
339855	527096
339856	527097
339857	931368
339858	706809
339871	706810
339874	706811
339875	527098
339879	706812
339884	706813
339887	527099
339890	527100
339891	527101
339893	706814
339894	706815
339895	706816
339897	706817
339898	706818
339901	706819
339902	706820
339906	706821
339907	706822
339908	612330
339917	527102
339920	931369
339924	527103
339927	444082
339928	527104
339931	534291
339934	527105
339935	706823
339941	706824
339942	612331
339946	706825
339949	534292
339950	527106
339952	706826
339953	527107
339954	706827
339959	527108
339960	706828
339961	527109
339963	527110
339964	706829
339967	706830
339979	534293
339981	706831
339982	453045
339983	527111
339987	534294
339988	706832
339991	453046
339994	706833
339996	706834
339997	706835
339999	527112
340000	449806
340001	527113
340006	461346
340008	527114
340011	527115
340016	706836
340017	706837
340019	706838
340024	527116
340025	449807
340028	527117
340029	527118
340030	706839
340031	527119
340033	706840
340034	706841
340041	527120
340042	706842
340043	706843
340044	706844
340045	534295
340046	706845
340048	527121
340051	527122
340057	527123
340060	534296
340061	534297
340062	706846
340063	706847
340064	706848
340138	706849
340139	706850
340179	706851
340184	706852
340187	706853
340191	706854
340193	706855
340194	527124
340195	706856
340197	527125
340199	527126
340200	706857
340201	706858
340202	527127
340205	706859
340210	527128
340212	706860
340213	527129
340214	527130
340216	706861
340217	449808
340219	527131
340220	706862
340221	706863
340226	706864
340229	706865
340232	706866
340233	706867
340236	453047
340238	534298
340241	706868
340242	527132
340243	527133
340247	534299
340248	453048
340258	444083
340259	706869
340260	706870
340261	706871
340263	706872
340264	706873
340266	527134
340267	527135
340269	706874
340270	706875
340272	706876
340273	706877
340276	706878
340277	527136
340278	527137
340280	706879
340285	527138
340286	527139
340288	706880
340293	706881
340299	706882
340305	527140
340306	527141
340308	527142
340312	706883
340314	534300
340385	438227
340388	706884
340389	527143
340392	527144
340393	706885
340394	706886
340395	527145
340397	706887
340398	453049
340505	449809
340509	527146
340510	527147
340514	931370
340515	527148
340518	706888
340519	706889
340520	706890
340521	527149
340524	706891
340525	449810
340526	527150
340529	527151
340530	931371
340534	706892
340536	534301
340539	527152
340542	706893
340543	527153
340545	527154
340546	527155
340548	527156
340553	706894
340556	931372
340558	453050
340560	527157
340561	706895
340562	706896
340565	706897
340566	706898
340571	527158
340573	527159
340577	706899
340580	527160
340653	706900
340654	527161
340655	444084
340657	449811
340659	931373
340663	527162
340665	461347
340666	706901
340668	706902
340671	706903
340672	612332
340673	449812
340674	449813
340677	440560
340697	706904
340698	527163
341356	449814
341358	438228
341360	527164
341743	527165
341745	706905
341746	534302
341753	527166
341757	527167
341759	527168
341761	453051
341763	706906
341764	706907
341765	706908
341766	706909
341767	527169
341769	706910
341770	444085
341771	706911
341772	527170
341778	444086
341779	931374
341781	527171
341783	527172
341784	444087
341787	706912
341788	527173
341792	527174
341797	534303
341798	527175
341800	527176
341801	706913
341804	534304
341808	527177
341888	706914
341889	706915
342000	706916
342001	527178
342002	706917
342004	706918
342007	462125
342012	527179
342015	706919
342016	706920
342275	706921
342277	706922
342280	706923
342281	527180
342283	706924
342286	706925
342307	527181
342309	442371
342311	527182
342319	706926
342324	706927
342325	527183
342330	706928
342332	440735
342334	534305
342335	706929
342338	527184
342339	527185
342340	706930
342341	453052
342344	706931
342345	453053
342346	706932
342349	706933
342359	706934
342362	706935
342364	706936
342365	706937
342367	706938
342368	527186
342370	527187
342374	527188
342375	527189
342376	527190
342377	527191
342378	706939
342437	534306
342438	706940
342445	527192
342450	706941
342451	706942
342452	527193
342456	527194
342457	449815
342458	534307
342462	706943
342463	534308
342466	706944
342467	534309
342469	534310
342470	527195
342473	706945
342475	453054
342476	706946
342477	527196
342478	449816
342480	706947
342626	706948
342629	527197
342630	706949
342632	706950
342641	706951
342645	706952
342661	706953
342663	527198
342667	706954
342668	534311
342669	706955
342670	534312
342672	706956
342676	706957
342677	706958
342679	706959
342724	527199
342728	453055
342730	527200
342734	706960
342737	706961
342749	706962
342750	527201
342755	706963
342756	706964
342769	442876
342770	706965
342771	449817
342772	527202
342781	527203
342861	706966
342862	706967
342863	706968
342864	706969
342867	706970
342872	440561
342877	706971
342878	527204
342879	706972
342880	706973
342882	706974
342883	527205
342887	931375
342889	706975
342891	706976
342893	706977
342898	706978
342900	706979
342901	527206
342906	534313
342907	706980
342910	527207
342912	527208
342914	706981
342917	527209
342923	527210
342925	706982
342926	527211
342927	453056
342930	527212
342932	527213
342934	442547
342935	527214
342936	440736
342937	534314
342938	453057
342939	527215
342940	527216
342941	527217
342942	449818
342944	706983
342945	527218
342946	527219
342947	527220
342948	706984
342949	527221
342950	706985
342956	527222
342957	527223
342958	534315
342961	527224
342962	706986
342963	706987
342964	527225
342966	706988
342971	706989
342972	706990
342973	527226
342974	527227
342975	706991
342976	527228
342977	527229
342979	706992
342983	706993
342988	706994
342991	527230
343002	706995
343004	706996
343011	706997
343023	706998
343027	527231
343034	527232
343036	706999
343038	707000
343043	931376
343107	612333
343111	527233
343112	527234
343114	527235
343116	527236
343118	527237
343120	534316
343121	707001
343126	707002
343127	527238
343136	707003
343141	707004
343142	707005
343143	931377
343145	453058
343149	527239
343158	527240
343159	707006
343169	707007
343170	707008
343172	527241
343177	527242
343181	449819
343182	707009
343190	527243
343198	707010
343200	527244
343205	453059
343208	527245
343209	453060
343213	707011
343217	707012
343234	527246
343248	707013
343254	707014
343256	707015
343258	707016
343270	527247
343274	527248
343285	527249
343288	527250
343291	707017
343297	460405
343334	527251
343335	707018
343339	527252
343341	707019
343344	527253
343348	707020
343349	931378
343354	527254
343357	707021
343361	527255
343362	527256
343379	444088
343399	527257
343408	527258
343411	459416
343415	527259
343420	527260
343430	527261
343434	527262
343438	453061
343440	527263
343442	449820
343447	527264
343462	527265
343465	931379
343468	527266
343479	707022
343484	527267
343486	527268
343487	707023
343490	534317
343493	707024
343494	707025
343495	707026
343503	707027
343505	527269
343507	453062
343508	461348
343510	438229
343512	707028
343513	707029
343517	527270
343518	527271
343521	449821
343523	527272
343535	461732
343539	707030
343540	707031
343547	527273
343550	458965
343553	707032
343555	931380
343556	527274
343557	707033
343561	527275
343564	707034
343567	453063
343568	707035
343570	707036
343571	707037
343573	527276
343574	707038
343584	444089
343591	527277
343597	534318
343610	707039
343616	707040
343618	527278
343619	527279
343625	707041
343627	527280
343631	527281
343637	527282
343639	534319
343640	707042
343641	707043
343646	453064
343648	527283
343650	707044
343653	534320
343657	612334
343659	527284
343667	707045
343672	707046
343679	707047
343681	527285
343683	527286
343686	527287
343691	707048
343693	534321
343699	527288
343702	534322
343713	527289
343716	707049
343718	931381
343722	707050
343724	527290
343726	527291
343728	707051
343733	453065
343738	707052
343740	527292
343742	527293
343748	707053
343750	707054
343753	707055
343755	931382
343756	527294
343758	931383
343760	707056
343761	527295
343763	931384
343764	931385
343771	534323
343772	527296
343778	707057
343784	449822
343788	707058
343790	527297
343793	707059
343794	527298
343798	449823
343801	527299
343803	527300
343805	527301
343811	527302
343813	453066
343815	527303
343817	707060
343819	707061
343820	527304
343824	527305
343830	527306
343831	534324
343843	527307
343850	527308
343860	527309
343862	707062
343871	527310
343874	527311
343875	449824
343879	534325
343881	527312
343882	707063
343884	527313
343897	527314
343898	527315
343900	527316
343904	453067
343909	527317
343923	707064
344014	527318
344015	707065
344022	707066
344027	449825
344029	534326
344030	707067
344032	527319
344033	707068
344034	534327
344035	442877
344036	534328
344038	527320
344040	707069
344041	527321
344042	707070
344050	444090
344051	527322
344053	527323
344054	527324
344055	707071
344057	527325
344066	534329
344068	527326
344070	453068
344071	534330
344073	527327
344074	534331
344075	527328
344076	534332
344077	931386
344078	527329
344079	527330
344080	707072
344082	527331
344086	527332
344094	707073
344098	707074
344099	461349
344101	527333
344102	527334
344103	707075
344106	527335
344108	534333
344109	527336
344111	527337
344113	527338
344114	449826
344116	527339
344117	527340
344120	527341
344121	707076
344123	707077
344136	707078
344137	707079
344138	437706
344139	527342
344140	707080
344142	707081
344145	931387
344147	527343
344148	527344
344151	707082
344156	707083
344157	527345
344158	707084
344192	707085
344194	441654
344202	441082
344203	707086
345067	707087
345069	527346
345071	707088
345073	527347
345078	707089
345080	527348
345081	707090
345082	707091
345083	527349
345084	534334
345086	527350
345087	707092
345088	707093
345089	707094
345090	527351
345098	461350
345100	707095
345101	931388
345103	707096
345105	501078
345111	527352
345113	707097
345114	707098
345116	527353
345117	527354
345119	527355
345124	931389
345126	707099
345127	707100
345128	527356
345129	707101
345131	458568
345133	534335
345134	707102
345135	707103
345136	453069
345137	527357
345138	527358
345139	707104
345140	707105
345141	453070
345142	707106
345143	707107
345147	527359
345148	707108
345153	707109
345155	527360
345157	527361
345158	707110
345161	707111
345162	527362
345163	444091
345164	442548
345166	527363
345167	527364
345168	453071
345169	707112
345171	449827
345174	527365
345176	534336
345178	449828
345179	534337
345180	707113
345181	527366
345182	707114
345184	707115
345185	527367
345186	527368
345187	527369
345188	453072
345189	707116
345192	527370
345193	707117
345195	707118
345196	527371
345197	707119
345200	707120
345201	707121
345202	527372
345203	527373
345204	453073
345206	707122
345208	527374
345210	707123
345211	707124
345217	707125
345218	707126
345219	707127
345220	534338
345223	534339
345225	453074
345226	707128
345227	527375
345228	527376
345229	527377
345232	707129
345235	441317
345236	707130
345237	441655
345243	707131
345244	527378
345252	534340
345254	707132
345258	931390
345260	707133
345261	527379
345262	707134
345264	707135
345271	707136
345297	707137
345299	527380
345302	444092
345303	527381
345304	707138
345305	707139
345306	707140
345307	707141
345309	707142
345312	444093
345313	527382
345315	534341
345319	461733
345329	707143
345330	527383
345332	527384
345337	527385
345338	441656
345339	527386
345340	527387
345341	527388
345345	707144
345349	534342
345351	527389
345354	527390
345355	707145
345430	527391
345431	444094
345433	707146
345435	527392
345436	527393
345437	527394
345441	527395
345443	931391
345444	707147
345447	707148
345448	534343
345449	527396
345452	527397
345456	707149
345463	527398
345465	707150
345469	437895
345471	527399
345472	527400
345474	707151
345479	527401
345481	707152
345485	707153
345487	707154
345488	527402
345490	707155
345491	527403
345494	527404
345495	707156
345496	527405
345497	527406
345498	453075
345499	440212
345500	527407
345501	527408
345502	527409
345503	707157
345504	449829
345507	453076
345509	527410
345510	707158
345511	534344
345513	440913
345514	707159
345516	707160
345518	707161
345520	449830
345521	453077
345522	707162
345523	527411
345524	527412
345526	931392
345528	707163
345533	527413
345538	527414
345540	707164
345542	707165
345543	527415
345545	527416
345546	527417
345555	527418
345562	527419
345564	527420
345565	527421
345566	527422
345569	527423
345575	527424
345576	527425
345578	453078
345579	707166
345583	707167
345584	707168
345595	707169
345596	707170
345597	527426
345598	707171
345599	453079
345601	534345
345603	707172
345607	527427
345610	707173
345612	534346
345615	534347
345616	527428
345617	707174
345618	534348
345619	707175
345622	527429
345623	707176
345625	527430
345631	527431
345632	707177
345633	527432
345635	527433
345639	527434
345641	707178
345642	707179
345645	527435
345646	527436
345650	527437
345651	534349
345653	707180
345654	707181
345657	527438
345661	707182
345662	707183
345664	707184
345667	707185
345712	612335
345715	707186
345721	527439
345722	449831
345728	449832
345732	707187
345736	527440
345738	534350
345740	449833
345747	527441
345749	707188
345753	527442
345757	527443
345758	707189
345767	707190
345771	527444
345772	440385
345774	707191
345778	707192
345785	527445
345789	707193
345791	527446
345796	707194
345797	707195
345805	707196
345807	453080
345809	707197
345811	931393
345812	612336
345814	527447
345816	707198
345818	707199
345821	931394
345826	527448
345827	707200
345831	527449
345833	444095
345837	707201
345842	527450
345843	527451
345848	707202
345866	461351
345868	527452
345883	707203
345884	527453
345891	527454
345897	527455
345904	707204
345908	527456
345911	707205
345912	527457
345917	931395
346022	527458
346023	534351
346027	527459
346028	441083
346029	707206
346034	707207
346035	707208
346037	527460
346038	527461
346039	707209
346040	527462
346043	707210
346044	534352
346045	527463
346048	534353
346049	707211
346050	707212
346051	527464
346057	444096
346061	534354
346064	707213
346065	527465
346068	459699
346208	931396
346214	707214
346216	527466
346218	527467
346219	527468
346220	527469
346226	707215
346231	707216
346232	931397
346233	707217
346234	527470
346235	527471
346236	707218
346237	707219
346242	527472
346243	442372
346244	707220
346245	707221
346248	534355
346252	707222
346254	707223
346255	707224
346256	527473
346257	527474
346260	527475
346261	707225
346265	527476
346267	707226
346268	441318
346270	707227
346271	444097
346273	527477
346275	707228
346278	707229
346281	458569
346282	534356
346284	527478
346287	534357
346290	707230
346291	707231
346292	707232
346293	460060
346294	527479
346295	534358
346297	527480
346301	707233
346302	527481
346304	442878
346305	527482
346308	527483
346310	461034
346317	707234
346318	707235
346319	527484
346321	707236
346322	707237
346323	534359
346324	707238
346326	527485
346328	527486
346329	534360
346330	707239
346333	707240
346334	527487
346335	707241
346337	527488
346339	28580
346340	707242
346341	527489
346343	707243
346345	707244
346346	931398
346347	527490
346348	534361
346350	707245
346351	460738
346354	707246
346355	707247
346357	534362
346358	707248
346360	707249
346361	527491
346364	707250
346365	527492
346366	707251
346367	527493
346368	707252
346369	527494
346373	707253
346374	527495
346376	707254
346378	707255
346379	707256
346381	707257
346382	527496
346383	527497
346384	453081
346385	707258
346389	707259
346390	707260
346392	527498
346393	527499
346395	707261
346398	707262
346401	527500
346402	527501
346403	707263
346405	707264
346407	527502
346408	527503
346411	707265
346417	527504
346418	707266
346420	527505
346421	527506
346422	707267
346425	527507
346427	707268
346429	707269
346430	453082
346431	527508
346434	527509
346437	931399
346438	707270
346440	527510
346443	707271
346444	444098
346447	527511
346448	707272
346450	444099
346451	931400
346452	534363
346502	707273
346509	707274
346510	527512
346511	527513
346512	449834
346515	707275
346516	707276
346517	707277
346518	527514
346521	527515
346524	707278
346528	707279
346529	453083
346532	527516
346533	527517
346534	453084
346536	527518
346537	527519
346538	527520
346539	527521
346540	707280
346544	931401
346545	460739
346548	707281
346549	527522
346556	707282
346557	707283
346559	527523
346561	527524
346566	707284
346567	527525
346569	707285
346570	527526
346571	527527
346574	527528
346579	707286
346582	707287
346583	707288
346585	707289
346586	707290
346587	527529
346589	707291
346590	534364
346593	527530
346595	707292
346596	707293
346597	707294
346598	707295
346599	707296
346600	527531
346601	707297
346602	707298
346603	460740
346604	527532
346605	527533
346608	527534
346609	707299
346611	449835
346612	707300
346613	527535
346615	707301
346616	707302
346619	441994
346621	534365
346622	707303
346623	534366
346624	534367
346625	527536
346626	527537
346627	444100
346628	527538
346629	527539
346630	527540
346632	527541
346633	527542
346637	527543
346638	527544
346647	707304
